Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
26-12-21;Ede;Gelderland;Wolf gezien;C1,
25-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
24-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-12-21;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
22-12-21;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
22-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-12-21;Westerveld;Drenthe;Wolf gezien;C1,
20-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-21;Rheden;Gelderland;Wolvenkeutel;C1,
20-12-21;Westerveld;Drenthe;Wolvenkeutel;C1,
19-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-21;Ooststellingwerf;Fryslân;Wolf gezien;C1,
19-12-21;De Fryske Marren;Fryslân;Wolf gezien;C1,
18-12-21;Noord- en Midden-Veluwe;Gelderland;Kadaver van een wild dier;C1,
18-12-21;Ede;Gelderland;Wolvenkeutel;C1,
18-12-21;Rozendaal;Gelderland;Wolvenkeutel;C2,
18-12-21;Rozendaal;Gelderland;Wolvenkeutel;C2,
18-12-21;Schouwen-Duiveland;Zeeland;Wolf gezien;C1,
18-12-21;Schouwen-Duiveland;Zeeland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-21;Steenbergen;Noord-Brabant;Wolf gezien;C1,
16-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-12-21;Woensdrecht;Noord-Brabant;Wolvenkeutel;C2,
15-12-21;Westerveld;Drenthe;Wolvenkeutel;C1,
14-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-12-21;Westerveld;Drenthe;Wolf gezien;C1,
12-12-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
12-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
12-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
12-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
11-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
11-12-21;Westerveld;Drenthe;Wolf gezien;C1,
10-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
10-12-21;Rozendaal;Gelderland;Wolvenkeutel;C2,
10-12-21;Rozendaal;Gelderland;Wolvenkeutel;C2,
10-12-21;Westerveld;Drenthe;Wolf gezien;C1,
09-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-21;Rheden;Gelderland;Wolvenkeutel;C2,
09-12-21;Rheden;Gelderland;Wolvenkeutel;C2,
09-12-21;Westerveld;Drenthe;Wolf gezien;C1,
08-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-21;Westerveld;Drenthe;Wolf gezien;C1,
06-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-12-21;De Groote Heide;Noord-Brabant;Wolfspoor en/of pootafdruk;C2,
04-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
30-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-11-21;Westerveld;Drenthe;Wolf gezien;C1,
27-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-11-21;Westerveld;Drenthe;Wolf gezien;C1,
24-11-21;Westerveld;Drenthe;Wolf gezien;C1,
23-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
22-11-21;Rozendaal;Gelderland;Wolvenkeutel;C2,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
21-11-21;Westerveld;Drenthe;Wolf gezien;C1,
20-11-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
20-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-21;Drimmelen;Noord-Brabant;Wolf gezien;C1,
19-11-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-21;Westerveld;Drenthe;Wolf gezien;C1,
19-11-21;Drimmelen;Noord-Brabant;Wolf gezien;C1,
18-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-11-21;Westerveld;Drenthe;Wolf gezien;C1,
17-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-11-21;Geertruidenberg;Noord-Brabant;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-21;Westerveld;Drenthe;Wolf gezien;C1,
14-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
14-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-11-21;Rozendaal;Gelderland;Wolvenkeutel;C1,
13-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
12-11-21;Ooststellingwerf;Fryslân;Wolf gezien;C1,
11-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;De Groote Heide;Noord-Brabant;Wolvenkeutel;C2,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-21;Westerveld;Drenthe;Wolf gezien;C1,
09-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-21;Westerveld;Drenthe;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-21;Westerveld;Drenthe;Wolvenkeutel;C1,
02-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
02-11-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
02-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
30-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
25-10-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-21;Westerveld;Drenthe;Wolvenkeutel;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-10-21;Westerveld;Drenthe;Wolvenkeutel;C2,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-21;Noordenveld;Drenthe;Wolvenkeutel;C1,
13-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
13-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
13-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
