Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
30-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-22;Ede;Gelderland;Wolf gezien;C1,
30-10-22;Westerveld;Drenthe;Wolf gezien;C1,
29-10-22;Heerde;Gelderland;Wolf gezien;C1,
29-10-22;Heerde;Gelderland;Wolf gezien;C1,
29-10-22;Heerde;Gelderland;Wolf gezien;C1,
29-10-22;Westerveld;Drenthe;Wolf gezien;C1,
28-10-22;Heerde;Gelderland;Wolf gezien;C1,
28-10-22;Heerde;Gelderland;Wolf gezien;C1,
27-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-10-22;Ede;Gelderland;Wolf gezien;C1,
26-10-22;Heerde;Gelderland;Wolf gezien;C1,
26-10-22;Heerde;Gelderland;Wolf gezien;C1,
25-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-22;Heerde;Gelderland;Wolf gezien;C1,
22-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
21-10-22;De Groote Heide;Limburg;Wolf gezien;C1,
21-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-10-22;Heerde;Gelderland;Wolf gezien;C1,
19-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-10-22;Ede;Gelderland;Wolf gezien;C1,
17-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-10-22;Heerde;Gelderland;Wolf gezien;C1,
16-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-10-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
16-10-22;Heerde;Gelderland;Wolf gezien;C1,
16-10-22;Heerde;Gelderland;Wolf gezien;C1,
16-10-22;Heerde;Gelderland;Wolf gezien;C1,
16-10-22;Putten;Gelderland;Wolf gezien;C1,
16-10-22;Putten;Gelderland;Wolf gezien;C1,
15-10-22;De Groote Heide;Limburg;Wolvenkeutel;C1,
15-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-10-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
14-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-10-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
13-10-22;Coevorden;Drenthe;Wolvenkeutel;C1,
12-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-22;Coevorden;Drenthe;Wolf gezien;C1,
12-10-22;Coevorden;Drenthe;Wolf gezien;C1,
12-10-22;Westerveld;Drenthe;Wolfspoor en/of pootafdruk;C2,
11-10-22;Heerde;Gelderland;Wolf gezien;C1,
11-10-22;Westerveld;Drenthe;Wolvenkeutel;C2,
11-10-22;Westerveld;Drenthe;Wolf gezien;C1,
11-10-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
10-10-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
09-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-22;Aa en Hunze;Drenthe;Wolvenkeutel;C1,
08-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-10-22;Westerveld;Drenthe;Wolf gezien;C1,
05-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-10-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
05-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-10-22;Westerveld;Drenthe;Wolf gezien;C1,
04-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-22;Coevorden;Drenthe;Wolf gezien;C1,
03-10-22;Coevorden;Drenthe;Wolf gezien;C1,
02-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-10-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
02-10-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
02-10-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
01-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-22;Coevorden;Drenthe;Wolvenkeutel;C2,
01-10-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
30-09-22;Westerveld;Drenthe;Wolvenkeutel;C2,
29-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
28-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-22;Aa en Hunze;Drenthe;Wolf gezien;C1,
28-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
28-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
27-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-09-22;Ede;Gelderland;Wolf gezien;C1,
27-09-22;Westerveld;Drenthe;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
25-09-22;Ede;Gelderland;Wolf gezien;C1,
24-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-09-22;Heerde;Gelderland;Wolf gezien;C1,
24-09-22;Heerde;Gelderland;Wolf gezien;C1,
24-09-22;Heerde;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-22;Heerde;Gelderland;Wolf gezien;C1,
23-09-22;Heerde;Gelderland;Wolf gezien;C1,
23-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
21-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-22;Coevorden;Drenthe;Wolf gezien;C1,
21-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
20-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-09-22;Arnhem;Gelderland;Wolf gezien;C1,
19-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-09-22;Heerde;Gelderland;Wolf gezien;C1,
19-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
18-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-22;Heerde;Gelderland;Wolf gezien;C1,
18-09-22;Heerde;Gelderland;Wolf gezien;C1,
17-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-22;Heerde;Gelderland;Wolf gezien;C1,
16-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-22;Heerde;Gelderland;Wolf gezien;C1,
15-09-22;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
15-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-22;Ede;Gelderland;Wolf gezien;C1,
15-09-22;Heerde;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-22;Heerde;Gelderland;Wolf gezien;C1,
14-09-22;Westerveld;Drenthe;Wolvenkeutel;C2,
13-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
13-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-09-22;Heerde;Gelderland;Wolf gezien;C1,
13-09-22;Westerveld;Drenthe;Wolf gezien;C1,
12-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-22;Heerde;Gelderland;Wolf gezien;C1,
11-09-22;Heerde;Gelderland;Wolf gezien;C1,
10-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-09-22;Aa en Hunze;Drenthe;Wolf gezien;C1,
10-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-09-22;Arnhem;Gelderland;Wolf gezien;C1,
09-09-22;Heerde;Gelderland;Wolf gezien;C1,
08-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-22;Coevorden;Drenthe;Wolvenkeutel;C2,
08-09-22;Heerde;Gelderland;Wolf gezien;C1,
08-09-22;Heerde;Gelderland;Wolf gezien;C1,
08-09-22;Heerde;Gelderland;Wolf gezien;C1,
08-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
07-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-22;Heerde;Gelderland;Wolf gezien;C1,
07-09-22;Heerde;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-09-22;Heerde;Gelderland;Wolf gezien;C1,
06-09-22;Westerveld;Drenthe;Wolf gezien;C1,
06-09-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
05-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
05-09-22;Heerde;Gelderland;Wolf gezien;C1,
05-09-22;Heerde;Gelderland;Wolf gezien;C1,
05-09-22;Westerveld;Drenthe;Wolf gezien;C1,
04-09-22;De Groote Heide;Noord-Brabant;Wolvenkeutel;C2,
04-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-09-22;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
03-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-09-22;Arnhem;Gelderland;Wolf gezien;C1,
03-09-22;Arnhem;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Heerde;Gelderland;Wolf gezien;C1,
03-09-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
02-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
02-09-22;Heerde;Gelderland;Wolf gezien;C1,
01-09-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-09-22;Arnhem;Gelderland;Wolf gezien;C1,
01-09-22;Heerde;Gelderland;Wolf gezien;C1,
31-08-22;Heerde;Gelderland;Wolf gezien;C1,
31-08-22;Heerde;Gelderland;Wolf gezien;C1,
31-08-22;Heerde;Gelderland;Wolf gezien;C1,
31-08-22;Rheden;Gelderland;Wolf gezien;C1,
31-08-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
31-08-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
31-08-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
31-08-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
30-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-08-22;Sittard-Geleen;Limburg;Wolf gezien;C1,
29-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-22;Arnhem;Gelderland;Wolf gezien;C1,
28-08-22;Ede;Gelderland;Wolf gezien;C1,
28-08-22;Rheden;Gelderland;Wolf gezien;C1,
27-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-08-22;Arnhem;Gelderland;Wolf gezien;C1,
26-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-08-22;Heerde;Gelderland;Wolf gezien;C1,
26-08-22;Rheden;Gelderland;Wolf gezien;C1,
26-08-22;Rheden;Gelderland;Wolf gezien;C1,
26-08-22;Twenterand;Overijssel;Wolvenkeutel;C2,
26-08-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
26-08-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
25-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-08-22;Heerde;Gelderland;Wolf gezien;C1,
25-08-22;Heerde;Gelderland;Wolf gezien;C1,
25-08-22;Heerde;Gelderland;Wolf gezien;C1,
25-08-22;Heerde;Gelderland;Wolf gezien;C1,
25-08-22;Rheden;Gelderland;Wolf gezien;C1,
25-08-22;Rheden;Gelderland;Wolf gezien;C1,
25-08-22;Rheden;Gelderland;Wolf gezien;C1,
25-08-22;Westerveld;Drenthe;Wolf gezien;C1,
24-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Heerde;Gelderland;Wolf gezien;C1,
23-08-22;Westerveld;Drenthe;Wolvenkeutel;C2,
22-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-08-22;Horst aan de Maas;Limburg;Wolf gezien;C1,
22-08-22;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
20-08-22;Noordoostpolder;Flevoland;Wolvenkeutel;C2,
20-08-22;Ede;Gelderland;Wolf gezien;C1,
20-08-22;Rheden;Gelderland;Wolf gezien;C1,
19-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-08-22;Heerde;Gelderland;Wolf gezien;C1,
17-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-22;Heerde;Gelderland;Wolf gezien;C1,
17-08-22;Heerde;Gelderland;Wolf gezien;C1,
16-08-22;Heerde;Gelderland;Wolf gezien;C1,
16-08-22;Heerde;Gelderland;Wolf gezien;C1,
16-08-22;Heerde;Gelderland;Wolf gezien;C1,
15-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-08-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
