Datum waarneming,Leefgebied of gemeente,Provincie,Type waarneming,Classificering,latitude,longitude
7-05-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
7-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-05-24,Putten,Gelderland,Wolf gezien,C1,52.24773005,5.57827393798401
7-05-24,Putten,Gelderland,Wolf gezien,C1,52.24773005,5.57827393798401
7-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
7-05-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
7-05-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
7-05-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
6-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
6-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
6-05-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
6-05-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
6-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
5-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-05-24,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
5-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
5-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
5-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
5-05-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
5-05-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
4-05-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
4-05-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
4-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
4-05-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
3-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
3-05-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
3-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
3-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
3-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
3-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
3-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
2-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
2-05-24,Alphen-Chaam,Noord-Brabant,Wolf gezien,C1,51.50689565,4.871359861218567
1-05-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-05-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
1-05-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
1-05-24,Oisterwijk,Noord-Brabant,Wolf gezien,C1,51.56610775,5.198645189986332
30-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
29-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
29-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
29-04-24,Oirschot,Noord-Brabant,Wolf gezien,C1,51.488961599999996,5.300594979407693
28-04-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
28-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
28-04-24,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
27-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
27-04-24,Bladel,Noord-Brabant,Wolf gezien,C1,51.37121075,5.234630644566941
27-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
26-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-04-24,Hardenberg,Overijssel,Wolf gezien,C1,52.5754706,6.6188242
26-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
26-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
26-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
26-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
26-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
26-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
25-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
25-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
25-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
25-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
25-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
24-04-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
24-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
23-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
23-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
23-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
23-04-24,Westerwolde,Groningen,Wolf gezien,C1,52.999464450000005,7.1404588700937754
22-04-24,Hattem,Gelderland,Wolvenkeutel,C2,52.476711699999996,6.061913261141655
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
22-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
22-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
21-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
21-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
21-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
21-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
21-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-04-24,Harderwijk,Gelderland,Wolf gezien,C1,52.3490693,5.618933
20-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
20-04-24,Rozendaal,Gelderland,Wolvenkeutel,C1,52.0394752,5.963024982504363
20-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-04-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
20-04-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
19-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-04-24,Ermelo,Gelderland,Wolf gezien,C1,52.2858356,5.654938589920705
19-04-24,Harderwijk,Gelderland,Wolf gezien,C1,52.3490693,5.618933
19-04-24,Harderwijk,Gelderland,Wolf gezien,C1,52.3490693,5.618933
19-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-04-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
18-04-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
18-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
18-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
18-04-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
17-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-04-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
16-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
16-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
16-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
16-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
15-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
15-04-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
14-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
14-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
14-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
14-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
14-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
14-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
13-04-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
13-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
12-04-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
12-04-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
12-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
12-04-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
12-04-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
12-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
11-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
11-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
11-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
10-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-04-24,Ermelo,Gelderland,Wolf gezien,C1,52.2858356,5.654938589920705
10-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
10-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
10-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
10-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
10-04-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
9-04-24,Putten,Gelderland,Wolf gezien,C1,52.24773005,5.57827393798401
9-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
9-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
8-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
8-04-24,Amersfoort,Utrecht,Wolvenkeutel,C1,52.1562499,5.3896944
8-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
8-04-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
7-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-04-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
6-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
5-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
4-04-24,Sittard-Geleen,Limburg,Overig,C1,51.0094043,5.8376057867167965
3-04-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
3-04-24,Leusden,Utrecht,Wolvenkeutel,C1,52.130355,5.4286989
3-04-24,Borger-Odoorn,Drenthe,Wolf gezien,C1,52.9000925,6.8821614819282875
2-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
2-04-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
2-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
2-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
2-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
1-04-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-04-24,Ooststellingwerf,Fryslân,Wolvenkeutel,C2,52.99085895,6.304963752820772
1-04-24,Ede,Gelderland,Wolvenkeutel,C2,,
1-04-24,Putten,Gelderland,Wolf gezien,C1,52.24773005,5.57827393798401
1-04-24,Rozendaal,Gelderland,Wolvenkeutel,C1,52.0394752,5.963024982504363
1-04-24,Rozendaal,Gelderland,Wolvenkeutel,C1,52.0394752,5.963024982504363
1-04-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-03-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
30-03-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
30-03-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
30-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
30-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
29-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-03-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
28-03-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
28-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
27-03-24,Ooststellingwerf,Fryslân,Wolvenkeutel,C2,52.99085895,6.304963752820772
27-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
27-03-24,Noordenveld,Drenthe,Wolf gezien,C1,53.0945705,6.4209724500257455
27-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
27-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
27-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
27-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
27-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
26-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
26-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
26-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
26-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
26-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
26-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
26-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
26-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
25-03-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
25-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
25-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
25-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
24-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
24-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
24-03-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
24-03-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
24-03-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
24-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
24-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
23-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-03-24,Barneveld,Gelderland,Wolvenkeutel,C2,52.17150665,5.645439249954029
23-03-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
23-03-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
23-03-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-03-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
22-03-24,Hattem,Gelderland,Wolvenkeutel,C2,52.476711699999996,6.061913261141655
22-03-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
22-03-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
21-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
21-03-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
21-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
21-03-24,Aa en Hunze,Drenthe,Wolvenkeutel,C2,52.9814393,6.729452061777957
21-03-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
21-03-24,Midden-Drenthe,Drenthe,Overig,C1,52.87061935,6.568055858657804
20-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
20-03-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
20-03-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
20-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-03-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
19-03-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
18-03-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
18-03-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
17-03-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
